reviewerID,name,location,yelpJoinDate,friendCount,reviewCount,firstCount,usefulCount,coolCount,funnyCount,complimentCount,tipCount,fanCount
8KVU28fYsmmMa1AvIr4xyw,Erin M.,"Chicago, IL",March 2009,0,1,0,0,0,0,0,0,0
UD5b9gSMCTzpVuD1CQL7SA,Kat S.,"Chicago, IL",August 2009,0,31,0,6,1,7,1,0,0
znP9DJufKYJUjDuB24HO0Q,Pamela S.,"Chicago, IL",October 2010,0,1,0,0,0,0,0,0,0
omOr0zU57icLBeQMr-dirA,Triet N.,"Lake Forest, IL",January 2010,0,3,0,1,0,0,0,0,0
pjwnfAusWhOgahvKeJ2puA,N. M.,"Mid-Cambridge, MA",August 2009,0,13,0,16,4,2,1,0,0
7z6jIqS6mwbBj4oe_7p2sQ,S A.,"Chicago, IL",January 2010,0,6,0,0,0,0,0,0,0
qF664khjvITtULK7pLrx8A,Indridi I.,"Claremont, CA",August 2008,0,15,1,3,1,2,0,0,0
L76EpAsVsOt3GeekxYvhmA,Magic T.,"Chicago, IL",March 2010,0,4,0,1,0,0,0,0,0
Y8MDy5LEYRfdeWtgHPymaw,Kristin G.,"Chicago, IL",February 2009,0,9,1,5,0,0,0,0,0
yFnp8a9_ydGFeOOmCdxF0w,Devron E.,"Chicago, IL",September 2009,5,2,0,1,0,0,1,0,0
eOgUkOAuEi7t0HkFGB7V-A,Tracy Trace F.,"Kenosha, WI",May 2010,2,10,0,6,3,3,0,0,0
Yi7QTZCmaSPNjmei_E9GBQ,Matt O.,"Chicago, IL",September 2009,0,7,0,0,0,0,1,0,0
K2mt6JZBYA3Fcqv19xRO9A,Cindy bittersweet K.,"Chicago, IL",March 2009,0,5,0,2,1,0,0,0,0
mKDufiW_xp9O14Zd40WvBA,Deana T.,"Minneapolis, MN",December 2009,0,2,0,1,0,2,0,0,0
owUUlkwQXfPbLKDgD66Bvw,Steve D.,"Chicago, IL",September 2009,0,8,1,11,0,0,0,0,0
MXy5jOEPi0vHNR_De0GFpQ,Laura Ramona R.,"New York, NY",February 2010,2,21,1,34,5,4,3,11,1
3_eK7S3FSWeosQ8mavK8AQ,Mindy ClayGirl S.,"Chicago, IL",December 2007,0,31,0,8,4,5,4,0,0
8F3Plc0bUoloka4oTOgppg,Cali brown sugar K.,"Los Angeles, CA",October 2010,1,39,0,14,6,5,0,1,0
YuH15q1iTg03iwW_KxjNcg,Jessica S.,"Chicago, IL",July 2009,0,7,0,6,0,0,0,0,0
SI0JrgnKQuxygmCfcpiCYg,Saeed U.,"Chicago, IL",July 2009,1,6,1,1,0,0,0,0,0
ccg79Mpa07ugxYvYtu7Oog,L B.,"Evanston, IL",November 2008,0,31,5,28,12,9,1,0,0
0GjAPFNtxdunPStLB0B0Ww,Kristen V.,"Chicago, IL",December 2006,0,3,0,4,1,1,0,0,0
fbC3oIR-p4Zeso1D1TgdXw,Joe F.,"Chicago, IL",May 2011,2,5,0,3,0,1,0,0,0
KhXQqEH22rH6F1-LdKJXcg,abra k.,"Chicago, IL",March 2011,0,10,0,3,1,1,0,0,0
BkFacGh27tD04Vt8oFWBRQ,Joy E.,"Galena, IL",March 2009,3,4,0,2,1,0,0,0,0
3Qmua4JqcT7yQEyF5susHg,beth s.,"Iowa City, IA",May 2009,1,19,7,41,6,13,1,0,2
Vh69mwCMBWLx0z4zZcce0g,blah l.,"Chicago, IL",July 2010,0,16,0,5,1,1,0,0,0
b-cJOrYF2JrrkSpNVhqizQ,Dustin S.,"Chicago, IL",September 2010,1,8,0,13,1,2,0,0,0
XfsVxhsVFuRv-xuBwUabcg,Chris P.,"New York, NY",May 2011,0,6,1,0,0,0,0,0,0
wZR7_KGroD2X5WlgTDWEvg,Wendy L.,"Chicago, IL",November 2010,1,8,0,10,2,1,1,0,0
t2UgGaaxsJSBaQ-ydMvppQ,Rich S.,"Chicago, IL",January 2007,4,14,2,9,4,3,1,0,0
nozO4swOkNeZXR3zjK6o2A,J W.,"Chicago, IL",January 2010,0,7,0,0,0,0,0,0,0
tGmEEmnZTu6Mq3HLeTHRrA,Andrew A.,"Aurora, IL",March 2009,3,11,0,2,1,0,1,0,0
y7jG3IL18Kl-5p-BIjTzaw,K D.,"Chicago, IL",January 2008,0,8,0,8,4,0,0,0,0
BnBdTwz22Oqwrc9cTxs9ww,K L.,"Cedar Lake, IN",March 2009,0,3,0,0,0,0,0,0,0
u3UH-BN4HHz_fgaqvbBIAw,j d.,"Chicago, IL",April 2009,0,9,0,10,4,3,0,0,0
AqEsHEMhv_tXAhgI_CvjIA,Michael S.,"Chicago, IL",June 2010,1,5,0,0,0,1,1,0,1
x_hHbsTuY_bkwrPourqL5A,Kim L.,"Queens, NY",September 2012,0,4,0,0,0,0,0,0,0
elGBYLEmSELPxbm8Zp6uug,Atee atee T.,"Chicago, IL",February 2010,0,15,0,7,0,2,0,0,0
RjxPNP9fickEygIP69wLFQ,Huan z.,"Somerville, MA",November 2007,35,321,12,178,95,76,96,0,4
NqlD7Gh85zv9ix1F4Z-nsQ,Kyle C.,"Tucson, AZ",June 2012,0,7,0,4,1,1,0,0,0
H_ANqdW34opIDdRtC9n98w,John johnnyb B.,"Rochester, NY",May 2011,3,9,0,1,0,1,1,1,0
WkgcguJekrgU9573U6QYPQ,Kara O.,"Chicago, IL",September 2012,0,7,0,1,1,0,0,0,0
Fy7rwTKhOHnfNbUArJWI6A,Margaret C.,"Oak Park, IL",June 2011,1,20,0,6,3,0,0,1,1
fljInYgExbPjm0-QmOCxkg,Side W.,"Chicago, IL",August 2010,0,7,0,4,0,0,0,0,0
oktKFpxGfx9aL6vOf6sQlw,Hannah W.,"Oakland, PA",November 2009,2,7,0,2,0,0,0,0,0
TWGFJ_bqsOR2gJWNzxGOdw,Diego LivinLoopLover M.,"Chicago, IL",March 2011,1,8,0,7,2,9,0,0,0
pjqFDGqeDg6nWCpQ54idHg,Angie S.,"Chicago, IL",November 2008,1,6,0,9,3,0,0,0,0
ykQitd6hGmg1nmInnJhuWA,Kat the gypsy wanderer H.,"Alexandria, VA",July 2008,5,6,0,1,2,0,4,0,0
2ilL2Dbkxx7adjgBJLPROw,Marc The Doctor S.,"Woodland Hills, CA",September 2010,17,83,2,47,18,26,12,8,3
qSvv0recB8Vo65r5-cKEkQ,Jenny C.,"Chicago, IL",October 2009,0,48,1,12,5,2,1,0,0
2uFhRqz82re7I9EwZu4fAA,Holly V.,"Mundelein, IL",August 2012,0,2,0,1,0,0,0,1,0
WJvs6f9fV6KZpHMxB5WxZw,Lima B.,"Chicago, IL",March 2010,0,15,0,33,2,2,1,0,1
9kHXFworgOEktNZLe7j2fQ,Kevin K.,"Gainesville, FL",December 2009,1,35,1,25,12,12,0,0,0
1e6akIPq7KL72_9OPqBG2w,Erich Shadowdoctor M.,"Milwaukee, WI",July 2012,16,40,1,55,35,35,7,2,1
QK7lc17JrzhKq2tkaRd3_A,Jill M.,"Chicago, IL",August 2012,0,9,1,0,1,0,1,0,0
Lt3hqWSZFselmx8Ix4jylA,Cali N.,"Davis, CA",March 2011,169,26,1,11,7,2,6,4,3
wZjWqmmBFKmFv3b49Y_1qA,Frank M.,"Chicago, IL",December 2007,2,17,0,13,9,10,0,0,0
ptuAiD-ZBSxkweShcQvkdA,Cory C$$$ C.,"Chicago, IL",February 2007,2,18,1,5,2,3,0,0,0
BBOYEUw_6aPIkW_sdXjJ9A,John M.,"Urbana, IL",June 2012,10,17,2,6,1,2,1,0,0
f_Ff-FkfEjB8uCgog0G-HQ,Sheila T.,"Chicago, IL",August 2012,0,3,0,0,0,0,0,0,0
0ql-awhVLO50urRBZH74og,Bob r404991 R.,"Palatine, IL",March 2011,15,46,1,33,12,12,10,0,3
6egwdap2FdO4szYytpeiHg,Patrick R.,"Chicago, IL",July 2006,4,20,0,19,7,5,1,0,0
w5OJxdahwrHR2Qp973goHg,Doug M.,"Chicago, IL",August 2010,0,7,0,4,1,1,0,0,0
_yQNTblfvUhNPHGPtJgjEA,Tori D.,"Chicago, IL",September 2012,0,1,0,0,0,0,0,0,0
70bZbGq7JpJf3cyLU2s7Hw,Shawnda P.,"Cincinnati, OH",October 2011,26,21,2,6,3,2,6,34,0
4YXsUnpiD3andxLj060FRQ,Sola A.,"Chicago, IL",September 2012,0,1,0,0,1,0,0,0,1
0hcIm0oHhWyuuTj8wH0gcA,Elizabeth S.,"Chicago, IL",December 2010,10,6,1,11,10,5,1,0,0
kWS7Ui-A4wI_G_e_DqNhIA,Stuart Mooseboy T.,"Scottsdale, AZ",March 2012,17,11,0,5,0,0,1,1,0
0DTU4p5XHRrsHnHmAsqwnQ,Jacinta Food Lover W.,"Saint Louis, MO",March 2012,10,22,1,1,0,0,2,0,0
8_gD6dRk3CSm-H4I00hy7w,Monica T.,"Austin, TX",November 2010,23,22,0,4,2,1,0,0,0
FY6-X7Zvlsh_9I37CCfjig,Erin N.,"Chicago, IL",May 2012,1,15,0,6,0,2,1,0,0
KFCWmHW6FSVRda2Rdl5jpQ,Jody B.,"Chicago, IL",July 2012,2,6,0,1,1,0,0,0,0
lGupZ0MRaxypw8MN65M0QQ,C C.,"Peabody, MA",December 2011,1,5,0,0,0,2,0,0,0
BXV4Q9XhQcSBYLMNSkbLbQ,Jen P.,"Chicago, IL",June 2011,26,48,0,8,6,4,4,21,2
OZv3SEEbf-VsvDsjv3ABOg,Nick L.,"Chicago, IL",November 2009,2,4,0,1,0,0,0,0,1
v5LvxWrscDM7XKpD6f0WxQ,Wing The one with cool hair L.,"Jersey City, NJ",July 2010,136,209,1,714,509,442,477,11,18
agr3LuvY-KuUzovF8-ME0Q,Emily O.,"Brooklyn, NY",June 2010,19,9,0,2,2,2,4,0,0
vHlrK-MvkuH1EP8ggajRBQ,Daniel M.,"Chicago, IL",May 2012,1,1,0,1,0,0,0,0,0
fX9W9s6iF3mcQZ4hDv7HNg,Sasha I.,"Near Southside, Chicago, IL",July 2012,0,1,0,0,0,0,0,1,0
5Ddcy9plRnacJFFpjhCK1A,Jean D.,"Sherman Oaks, CA",March 2011,59,3,0,1,1,0,0,1,0
LyoBey7pYHult00lhiS02g,Cassandra W.,"New York, NY",February 2008,77,114,7,92,43,43,32,5,4
l1vDToNNfMIIaZiuSJoDLA,Seth W.,"Chicago, IL",May 2012,12,4,0,2,1,0,0,0,0
ncgk6bXqJ57pisGSQT6viA,Emma R.,"Chicago, IL",December 2011,9,22,1,7,1,0,1,23,0
RD0oDZUW6wcheXPOFNG8sg,Rosemary T.,"Chicago, IL",October 2011,0,16,0,6,4,2,0,0,0
4UzpRsaiE0PgQ2Qiv5trjQ,Uriel J.,"Woodstock, IL",December 2011,0,1,0,0,1,0,0,0,0
sNCGEA8LX_dJSxc6jktCqA,Roshelle H.,"Chicago, IL",March 2011,9,3,0,0,2,0,0,0,1
XYir2_cTI65j6IEbG-I18w,Tiffany lazylilpanda L.,"Rowland Heights, CA",May 2011,158,41,1,18,2,2,4,143,0
ZIqJGRPmll12PrGSDaKRKQ,Kyle W.,"Chicago, IL",November 2011,2,11,0,3,1,0,0,0,0
RMHG_viMG5tXS9E5qzJfSw,Matt C.,"Cincinnati, OH",May 2011,5,41,3,23,10,10,16,43,0
QLe7HPMV2IB2UZAl1AzcDg,Amy D.,"Chicago, IL",May 2011,2,4,2,3,1,0,0,0,0
CrNQRU02X2PWOMKvSr2Dsg,Dane K.,"Oak Park, IL",March 2010,0,3,0,0,0,0,0,0,0
9I76qiqSP7I0et6pxbXh6w,Jennifer P.,"Minneapolis, MN",November 2011,0,8,0,1,1,0,0,0,0
kNV9dPP9EQod-x0SSVaV5Q,Lora H.,"Honolulu, HI",December 2006,47,180,15,208,126,74,43,19,4
sbjzlhQozAFNynvDmT4qQA,Evie M.,"San Francisco, CA",July 2010,0,16,0,21,6,5,1,0,0
o_9snWiSdbF4v3mGEBo-Lg,Alexander R.,"Minneapolis, MN",September 2010,0,7,0,0,0,0,0,3,0
xzJpuc89nkw1MnASpi9Cuw,Roshelle H.,"Chicago, IL",March 2011,2,3,0,0,0,1,0,0,0
Fug40IRhe4A4rJvk0P5fBw,Sara R.,"Chicago, IL",October 2011,1,8,0,1,0,0,0,0,0
BT8U4RUHWR1YESeGiClvrA,Fred S.,"Chicago, IL",January 2011,20,5,0,3,2,3,0,0,0
Ul8LcNLy3v9XdXjgvWPBuA,Jaime S.,"Indialantic, FL",June 2011,11,29,3,6,1,0,0,2,0
FYf2CYLvgSSqObFYdvheCw,Jessica G.,"Chicago, IL",May 2012,0,4,0,0,1,0,0,0,0
7BtDs-kMprhemz3fDXn8Ug,Richard G.,"San Luis Obispo, CA",August 2012,0,10,0,0,0,0,0,0,0
oX6zaynJhnavDYmcTYk5Tg,Lea M.,"Chicago, IL",March 2010,8,15,0,2,2,2,0,8,0
4AKGg3KrTsxWKeFvUguuHA,Larisa O.,"Chicago, IL",June 2007,19,121,8,139,66,64,18,26,1
9d332tHB-BsRI2Z3oVysEg,Chris W.,"Denver, CO",February 2010,3,5,0,11,5,3,0,5,0
GcWncDPCBLzvmvPIUF9D5w,Autumn fiery lionHeart V.,"Chicago, IL",July 2010,51,47,0,43,10,8,18,2,6
FVr9jL9W4lWiZn769krnqQ,Don D.,"Chicago, IL",May 2012,0,5,0,2,0,0,0,0,0
fqIWhF0pL2TI4VHsM7rOLg,Carol Modern Renaissance Woman H.,"San Francisco, CA",March 2008,3,91,16,69,23,6,7,0,1
3A7L38slr4fRflNF03WytQ,Lenora The City Diva C.,"Chicago, IL",April 2009,19,38,0,30,16,16,5,0,1
1fKP4iYgftsCQAS5d63bZg,Alexandra C.,"Chicago, IL",October 2011,1,14,0,4,1,0,1,0,0
2Wv2egewqqzF0qSt7MJtng,Theresa S.,"Chicago, IL",February 2011,2,2,0,0,0,0,0,0,0
fi4_wNBL3ogGeeeYkL-nMA,Ramune C.,"Chicago, IL",April 2012,5,1,0,0,0,0,0,0,0
VE0a3BtZmQMFm9dyI3MjGg,Ann S.,"Chicago, IL",December 2011,0,18,0,9,3,1,1,0,0
_t0IVnguDxb4f2xhxp4etw,Amanda C.,"Chicago, IL",July 2012,0,3,0,0,0,0,0,0,0
EZ3i_Rqwy_my7LuErAGEOQ,Saki Z.,"Chicago, IL",November 2010,1,18,0,5,2,1,0,0,0
m1x6Fka1D-QSNeR4lxoJdg,Erica EricaOhio P.,"Columbus, OH",February 2011,13,103,13,98,54,27,39,10,0
SKBIYwc40Fp89cbCXcC0bw,Jennifer Q.,"Rockford, IL",July 2010,7,24,1,9,4,0,0,0,0
VeTrTH0AibN1cxDnbFKfAw,Mike T.,"Chicago, IL",January 2012,0,2,0,3,0,0,0,0,0
QFuV_gjOwH9TDnBx4PgtFw,Abbey S.,"Chicago, IL",July 2010,2,8,0,2,1,0,0,0,0
_99AulP2FH6m2l6yAHJQAQ,Andrea B.,"Chicago, IL",May 2012,5,5,1,3,0,0,0,0,0
y_KL2mj5EGus48AxGbM8AQ,Kent S.,"Chicago, IL",March 2009,170,213,42,435,319,386,58,67,4
R_7aY1O4mNJdBbmnBzqhTw,Access The Nomad D.,"Long Beach, CA",April 2011,20,41,1,36,19,7,12,23,0
2M39kcozOLoDfnXxBprjMA,Jason C.,"Anchorage, AK",January 2012,0,2,0,0,0,0,0,0,0
lvpKi_2kfMjvggL6KDtfgA,Missy J.,"New York, NY",September 2009,9,35,0,84,21,46,5,0,2
0UayK0cO_PfX17H7ifC5rg,Sam I always bump my own threads K.,"Chicago, IL",November 2007,167,167,14,900,713,793,580,0,23
WRX7iImtPCZtDcVuABcJtQ,Aris likes yummy food & fun places to play Y.,"San Francisco, CA",December 2008,0,46,0,38,15,8,4,0,1
CkiL7164hOm830mT4yCVXw,Mikhael M.,"Chicago, IL",August 2010,0,4,0,1,2,0,0,0,0
c3j7Ew9lIzJjbCJTdGzutQ,Sonya M.,"Chicago, IL",February 2012,1,43,1,10,1,1,1,1,0
YAa9Blghp0EqsnoCCrVjmw,Ralph B.,"Chicago, IL",October 2011,0,7,0,8,2,3,0,0,0
ScMp3q0J2p1Jk6cjtDHODQ,Thetalkingdeck ..,"Chicago, IL",April 2010,1,41,0,15,3,8,2,1,0
2qp5d_cBgSznJaxGePJKrA,Joshua L.,"Chicago, IL",May 2012,3,4,0,0,0,0,0,3,0
G-mC1khkbT2G4nUtvTGjTQ,Nick W.,"Chicago, IL",July 2009,1,32,1,19,8,4,1,0,0
jkI1-kxDagxEg3J_rF9j2Q,Anu T.,"Downtown, Boston, MA",June 2012,14,11,0,1,0,0,0,0,0
kYPGCLG8-F5EHFuQKq8BSw,Christina K.,"Chicago, IL",July 2012,0,13,0,0,0,0,0,0,0
AsbkX4vOVsawtYa1ktCLrA,Eve C.,"Vancouver, BC",June 2010,11,3,0,4,4,1,1,5,0
l5W-WRUMph5QbrQ-Ox6oDQ,Richelle T.,"Austin, TX",November 2010,43,44,0,18,5,7,2,59,1
iyT4Y9n2lEn7JiWyoHJWnQ,Sam G.,"Chicago, IL",May 2011,0,5,0,1,0,0,0,0,0
px1BeEbZLN7DMKOQd0HRRw,Lynne W.,"Park Ridge, IL",February 2011,0,1,0,1,0,0,0,0,0
K2gT6WlasyzFEx1bgdV_zQ,Adam fresh E.,"Fort Lauderdale, FL",January 2012,7,23,0,7,4,3,4,28,0
SVU2Bc_TgZx0_MqFJqN_4Q,Betty S.,"Chicago, IL",April 2010,9,48,5,23,10,3,4,0,1
KWFYtIdXHTUEy965LeTHMw,Bernice how 'bout that Y.,"St Charles, IL",July 2011,20,109,9,101,48,36,35,0,4
Vwkv6mKn2iApZ9F1zNPZ3w,Tiffini T.,"West Palm Beach, FL",July 2011,13,4,0,3,0,0,0,0,0
6aYJqs0b37NqrrXUhIvkQA,Colin Y.,"Chandler, AZ",September 2011,1,3,0,4,3,0,4,0,0
OPro5OxZwttqEfta4N3aqA,Aprille flowergirl 24/7 C.,"Burbank, CA",July 2011,32,50,1,12,2,7,1,12,0
hnk6PBa0OxN6zxR0Ns2X9g,Tori M.,"Austin, TX",January 2011,64,59,0,64,14,29,14,4,2
XLKxfnkdBxOinOqaa4_LQw,Kristin W.,"Chicago, IL",June 2010,3,23,0,16,6,5,0,0,0
N2LfE0g8BU_nDTLYGlCRiw,Colin pony eater T.,"Austin, TX",January 2008,177,137,15,734,553,508,632,0,14
T5umUmit_b7zzy-TxwzidQ,Alex Big Al L.,"Chicago, IL",March 2009,1,5,0,7,4,2,0,0,0
duj4457yicnlWXLM3baq5Q,Alison H.,"Rochester, MN",May 2011,4,1,0,1,0,0,0,0,0
kUJ-4h--XGPAbSty2iwcXg,Jon L.,"Chicago, IL",March 2008,27,3,0,3,0,1,0,0,2
VaDv-Gn6MSFA7AON0wjESg,Garrett G.,"Chicago, IL",March 2011,2,13,0,13,3,5,0,1,0
iKawvWxzogGRMctJvlVIlA,Nathaniel G.,"Chicago, IL",July 2011,1,28,0,22,6,10,2,0,0
WldLqBYdgVBYHKjAeIIk1A,Ashee T.,"Chicago, IL",November 2010,0,8,0,0,1,0,0,0,0
PyUaQdFwsvE-voQmK6r77w,Aneta T.,"Chicago, IL",March 2012,0,4,0,0,0,0,0,0,0
ahpa820SDQOAdZuRkIJB-g,Eli C.,"Chicago, IL",July 2011,64,1,0,1,0,0,0,0,0
iE23ED1rAw6jlUNHabtBfQ,Jessica G.,"Chicago, IL",June 2008,0,8,0,1,2,7,1,0,0
egC9wge-SYrR2RXlfddaKw,A P.,"Rockford, IL",January 2010,5,33,3,28,7,12,0,2,1
T2tySE507z3GDB8Y3BC9uw,Marcy M.,"Harvard, IL",December 2008,4,16,1,18,12,14,0,0,0
jhJZV8y63oiBr1xcSF0PlQ,Linsey R.,"Chicago, IL",August 2010,22,18,0,19,5,6,1,0,0
-gwYYjpuBylPxvaQBHdxRA,Mista L.,"Los Angeles, CA",March 2007,1,23,2,25,5,3,0,0,1
Wg2-1uulLKhnZmoUe19Rfw,Alyssa Hot Wing K.,"Forest Hills, NY",April 2006,66,164,4,193,75,81,44,0,7
n2bUMPbNNUxz0N2WkyiMjg,Evan R.,"Long Island City, Queens, NY",July 2010,343,314,30,1004,844,1415,1122,12,29
hDDrEsiCPrx-lt5CKoItSA,Pam C.,"Essex, NJ",October 2009,1,8,2,1,0,2,0,1,0
vmn-jT50gYSffpXurGZ77g,Alex N.,"Chicago, IL",September 2011,2,1,0,0,0,0,0,0,0
yElFJgCDV0gC1xI4m4_54w,Tyson S.,"Chicago, IL",December 2010,14,9,1,12,7,9,0,4,0
LtORBLxUc1cMxD7kvN7KXQ,X B.,"Redondo Beach, CA",June 2011,0,130,2,48,13,20,2,0,4
nNwmhJqmKEHrx93xY0gPIw,Amber D.,"Chicago, IL",January 2009,15,9,0,1,0,3,0,0,0
-e5VFAI-WBHBL7PFMNArDg,Jen The Maven W.,"Lutherville, MD",June 2009,97,307,46,641,408,91,321,225,10
BTuBoKd80QgfpkNRX7dj2w,Angela V.,"Columbus, OH",December 2011,41,8,0,0,0,1,0,0,0
fLCP7M7RrGKzgYAtnScfrg,Jessica The Boss O.,"Atlanta, GA",May 2010,18,187,11,197,42,25,22,8,6
2XHPQ1ZUmCQOHI-mOPVuIw,Piedad A.,"Chicago, IL",April 2010,0,9,0,3,0,0,0,0,0
nDt39QxtobDjPj5syIEdAw,Yaqi open minded Z.,"Chicago, IL",December 2010,6,5,0,4,0,0,1,5,0
nvUPRQqTcGo86ZMrlwprKA,Christina E.,"Chicago, IL",October 2010,4,5,0,3,0,6,0,0,0
lox96lq_YdEubxbt7miLMQ,Sarah R.,"Chicago, IL",November 2010,28,47,3,37,16,54,10,1,3
9HFDbe5_3inJFYFj0tI5ow,Holly D.,"Chicago, IL",June 2012,0,2,0,0,0,0,0,0,0
2EMNb3AUAvJzSy4Dsg0Rfw,John EEE B.,"Evanston, IL",August 2008,1,72,7,30,13,6,2,0,0
CndsMIYizngAHeyI54t3fw,blondyne Greedy b.,"Chicago, IL",June 2009,11,17,0,14,2,6,1,1,1
wjnYU9aqhI2MZt26MNgcMA,Nikki H.,"Austin, TX",April 2010,34,35,0,35,9,1,5,0,0
kgX3fy8Mmm__mn2wGs_g7g,Kelly C.,"Chicago, IL",September 2008,13,37,3,35,16,49,3,2,1
j9ksOggzbaAcgxAgNn9ZNA,Lisa C.,"Round Rock, TX",February 2010,15,29,3,31,4,4,3,12,1
nEu_UbLfNi9asLCi2JjlvQ,Julia S.,"Los Angeles, CA",February 2011,24,5,1,0,0,0,0,1,0
82aK4T1sZe4M6E-3wazemA,Brian B.,"Kitchener, ON",August 2009,3,6,0,14,9,2,1,0,1
l2oyJ3_ClKtCXgtYtCjlyQ,Dave L.,"Hoffman Estates, IL",November 2011,0,4,1,2,1,0,1,0,0
h6PS9T4v4LEVlUank9i3jA,Nail A.,"Chicago, IL",May 2012,0,3,0,0,0,0,0,0,0
cJ3its6o2Dv_inJa1AP-hw,Rebecca G.,"Chicago, IL",June 2010,2,17,0,10,2,1,1,0,0
nTVkHOCoprcQH3qp7isSwA,Dave Mr. Beats B.,"Chicago, IL",April 2010,27,14,0,2,0,4,6,3,2
cGjLwv64_S_oa1Uzfkg0Kg,Zorina G.,"Evanston, IL",October 2011,4,1,0,4,0,0,0,0,1
QPg16_YL71gHFJDi-nLP6Q,Allison O.,"Chicago, IL",April 2012,1,7,0,1,0,0,1,1,0
BX7kLu-w7Sh15Evl1HGqOw,Craig S.,"Park Ridge, IL",August 2010,4,24,2,16,9,1,1,0,0
m4YjREDTrIpdwGLn3HwZDQ,Bethany M.,"Chicago, IL",December 2010,65,9,0,8,2,1,1,2,1
d86SoUEN2tuhe51vyczP3g,Asiah Asiah B.,"Chicago, IL",November 2009,2,4,0,7,2,0,0,0,0
jZj3Coz1aBiidvCT8famLA,Dj Nightwolf Mr Beautiful ..,"Chicago, IL",September 2010,208,135,21,479,362,436,343,257,16
aXPOgLZ0Aac97W1CF-Fj7g,angela 4 sweater vests h.,"Chicago, IL",June 2007,15,36,3,55,36,37,9,0,1
ayvpvAUjcLbcvGF1CWkceA,Anita P.,"Washington, DC",November 2006,6,72,1,79,15,11,1,0,1
gZLqruq-AkR6g3KhzpHucA,Aryeh Aryeh J.,"Chicago, IL",October 2009,6,27,1,24,16,9,6,0,1
Jn6PnXyB6ZZjPdSnvzDPFQ,E L.,"Bothell, WA",August 2007,4,6,1,8,1,0,0,1,0
0_mM2cktWaq0Z0FD-rjczA,Erica A girl L.,"Chicago, IL",July 2010,40,11,0,4,3,2,0,0,0
xszXCSzg5zBwTqF7Lc_xWQ,Jason Koot K.,"Saint Louis, MO",April 2012,15,6,0,7,6,0,0,0,0
PHGjTuBsickvXb7C6rduZA,Kristin Saucy L.,"Bloomington, IL",May 2011,4,21,1,5,1,1,1,66,0
g0m_bwt8M-y-UED3ZN7RwQ,Floating Party C.,"Chicago, IL",May 2012,5,1,0,0,0,0,0,0,0
_Koj-hfPoUaNVNEmmj6ExA,Ariza S.,"Dallas, TX",March 2009,191,458,44,1095,615,515,283,2,20
gWZOZCjsoCUoTh4p7X7HGg,Andrew Sol D.,"Chicago, IL",July 2010,27,2,0,1,0,0,0,0,0
OFUneBFn27xyh3vcp_ZD-g,Jake I'm a Foody W.,"Vail, CO",August 2008,73,37,6,18,1,5,2,151,1
PwScWc4OuKz4x9j7dYFX9Q,Mark Go Lobos! P.,"Walnut Creek, CA",September 2011,2,23,1,9,2,1,1,0,0
HkeDHRkHStVYunThCrzFdg,Beth N.,"Cleveland, OH",June 2010,3,8,0,7,4,3,4,1,1
vKiY_14Da9mvIQHkNPOEaQ,Lindsay G.,"Chicago, IL",August 2010,8,3,0,12,6,9,0,0,0
i2gTxw9IguLMoZDvtfaOjw,Kat raillerie piquante S.,"Walnut Creek, CA",January 2009,77,79,1,191,160,163,145,1,9
PneFv0XPJjK7hOVcCpsWlA,Nancy Using My Indoor Voice R.,"San Francisco, CA",October 2006,528,397,23,2337,2749,2583,2552,0,86
MSUGSTEQMZEeWQTgMrqGFQ,haley haley o.,"Chicago, IL",November 2008,7,8,0,1,1,0,0,0,0
1GDNImiyd4NnzuDAs3v0_Q,Jeremy S.,"Omaha, NE",December 2010,9,64,10,41,6,8,7,10,0
KBfCzD23iXLDyWajMpSHvw,Lauren Cool Kid H.,"San Francisco, CA",November 2010,15,48,0,35,14,29,9,0,0
5WqY6shheH4FVoRkX1_boA,Inna K.,"Chicago, IL",November 2011,0,2,0,4,0,0,0,0,0
8QftS_uW9NmrliKGYvgfGA,Elle M.,"Chicago, IL",February 2012,0,4,0,0,0,0,0,0,0
yNM5nszUGh5y7s-2wqdJiA,marilyn c.,"Cary, IL",December 2010,0,3,1,0,0,0,0,0,0
fyQeXlRkctiM1OnVwl5qIg,Michael Dogs 'n Front K.,"Chicago, IL",December 2008,8,26,0,19,4,3,4,0,1
L3XQbHiB6h2_3is8POK-TA,Linda O.,"Skokie, IL",March 2012,0,3,0,0,0,0,0,0,0
WVGqsmXGkbfBqeOkE8wOcQ,Jennifer S.,"Ypsilanti Township, MI",July 2011,2,2,1,1,1,0,0,1,0
205YvQhP0Jdgdwq6sGsrWA,Gelene Nom Nom Nom V.,"South San Francisco, CA",August 2010,115,67,0,50,26,16,14,3,4
Z4sDsP8kwj65ORoanyVFFw,Joe N.,"Bellevue, WA",February 2012,37,54,0,43,26,30,19,0,3
u_nylBR9xQCUbJ3El7jEKQ,Stephanie M.,"Warrenville, IL",October 2011,1,8,0,1,0,0,0,0,1
_8VxltrIzZpt9s62j4h1BA,Roger F.,"Chicago, IL",August 2009,0,10,0,12,2,3,0,0,0
YFtxLPIXSjLvR30ITlsDig,Brian L.,"Manhattan, NY",March 2011,30,8,0,4,1,1,1,0,1
AX6TWJtUn0UXKROrR7ZdAw,Craig H.,"Milwaukee, WI",March 2010,106,287,133,413,90,146,68,0,2
